emp_id,department,salary,age,city,status,years_experience
1141,HR,52069.62,28,Chennai,Active,29
1142,Sales,68247.52,29,Kochi,Active,12
1143,Engineering,94049.51,30,Kochi,On Leave,19
1144,HR,122178.7,38,Bangalore,On Leave,12
1145,Support,26655.92,42,Mumbai,Inactive,13
1146,Finance,137292.75,29,Kochi,Inactive,16
1147,Support,77357.37,44,Delhi,Inactive,13
1148,Engineering,32613.26,29,Delhi,Active,9
1149,Finance,90001.0,34,Delhi,Inactive,1
1150,Support,149942.98,25,Delhi,Active,2
1151,Support,74095.88,37,Kochi,Inactive,29
1152,Marketing,57071.14,49,Kochi,On Leave,12
1153,,41387.97,28,Kochi,On Leave,24
1154,Engineering,32316.22,34,Kochi,Active,0
1155,Sales,141138.39,29,Mumbai,Active,30
1156,Sales,33409.55,50,Mumbai,Active,24
1157,Support,26237.69,22,Chennai,On Leave,16
1158,Engineering,146101.32,38,Bangalore,On Leave,28
1159,Support,40590.7,26,Bangalore,Active,29
1160,HR,95383.73,50,Delhi,Active,18
1161,Marketing,75149.97,43,Chennai,On Leave,17
1162,Engineering,77430.94,55,Kochi,On Leave,11
1163,Support,120259.26,48,Bangalore,On Leave,1
1164,HR,32806.38,33,Delhi,Inactive,11
1165,Sales,52184.55,42,Kochi,On Leave,25
1166,HR,26389.82,44,Kochi,Inactive,10
1167,Marketing,47651.42,36,Chennai,Inactive,15
1168,Sales,127651.69,53,Chennai,On Leave,30
1169,Support,34001.42,44,Kochi,Active,19
1170,Engineering,84652.05,33,Bangalore,Inactive,10
1171,Sales,35989.05,42,Delhi,On Leave,18
1172,HR,31323.19,52,Delhi,Active,3
1173,Marketing,97898.69,28,Delhi,Active,23
1174,Engineering,145163.93,50,Bangalore,Active,9
1175,Sales,121747.94,55,Bangalore,On Leave,30
1176,HR,42445.41,33,Mumbai,Active,21
1177,Marketing,86697.44,43,Mumbai,Inactive,29
1178,Support,32554.48,54,Delhi,On Leave,1
1179,HR,117881.34,50,Mumbai,Active,17
1180,HR,69734.52,57,Bangalore,Inactive,22
1181,Finance,135549.72,41,Delhi,Active,0
1182,Finance,82548.39,26,Bangalore,On Leave,24
1183,Finance,41268.44,39,Chennai,On Leave,16
1184,Finance,119880.29,57,,Inactive,28
1185,Marketing,27290.09,57,Kochi,Active,7
1186,HR,85779.22,26,Kochi,On Leave,10
1187,Sales,142615.4,49,Delhi,Active,10
1188,Sales,112140.71,47,Kochi,Active,25
1189,Support,29125.77,43,Kochi,On Leave,23
1190,Support,26887.51,32,Chennai,Inactive,26
1191,Engineering,102131.79,52,Bangalore,Active,16
1192,Sales,58384.18,58,Bangalore,Active,18
1193,Engineering,111003.38,31,Delhi,Inactive,4
1194,Support,89734.86,39,Mumbai,Inactive,21
1195,Engineering,,23,Chennai,On Leave,19
1196,Marketing,81831.19,53,Mumbai,Active,14
1197,HR,,40,Bangalore,Active,18
1198,Engineering,74394.71,45,Chennai,Active,16
1199,Finance,135691.97,26,Mumbai,Active,3
1200,Finance,53939.85,51,Mumbai,Inactive,22
1201,Engineering,135445.74,40,Delhi,Active,28
1202,,117501.0,40,Mumbai,On Leave,9
1203,Marketing,116616.51,40,Kochi,Inactive,7
1204,Support,52623.42,49,Chennai,Inactive,9
1205,HR,52596.16,28,Bangalore,Inactive,23
1206,Finance,,31,Kochi,Inactive,5
1207,,25043.6,24,Chennai,Inactive,0
1208,HR,124270.0,43,Mumbai,Active,26
1209,HR,45049.97,49,Bangalore,Inactive,18
1210,HR,66850.03,35,Chennai,Active,28
1211,Support,143878.7,49,Kochi,Active,24
1212,Engineering,136408.91,58,Bangalore,On Leave,12
1213,Engineering,39740.2,56,Delhi,On Leave,15
1214,HR,125589.16,49,Delhi,On Leave,29
1215,Finance,101953.68,58,Bangalore,Inactive,19
1216,Marketing,86698.75,28,Delhi,Active,9
1217,HR,128812.09,46,Chennai,Inactive,14
1218,Marketing,77481.92,45,Delhi,Inactive,6
1219,Support,123824.61,57,Kochi,Inactive,30
1220,Marketing,87404.33,36,Mumbai,On Leave,20
1221,Finance,,44,Kochi,Inactive,5
1222,Finance,100220.6,45,Delhi,On Leave,20
1223,Finance,93941.02,48,Kochi,On Leave,29
1224,Engineering,,44,Chennai,On Leave,5
1225,HR,96731.96,30,Delhi,Inactive,6
1226,Finance,58474.32,55,Delhi,Inactive,9
1227,Engineering,123397.26,56,Bangalore,Active,13
1228,Sales,31007.06,43,Bangalore,Active,22
1229,Sales,141524.72,44,Chennai,On Leave,10
1230,HR,74710.99,41,Kochi,On Leave,17
1231,Sales,75249.41,35,Bangalore,On Leave,6
1232,Sales,99516.83,37,Kochi,Inactive,20
1233,Support,52652.6,36,Bangalore,Inactive,30
1234,Finance,74239.34,51,Delhi,On Leave,14
1235,Support,90964.61,41,Chennai,On Leave,1
1236,Finance,147279.46,53,Bangalore,Inactive,8
1237,HR,143767.07,37,Bangalore,Active,30
1238,HR,37383.22,52,Chennai,Active,27
1239,Finance,35995.44,28,Bangalore,Inactive,16
1240,HR,53761.78,34,Delhi,Active,27
1241,Sales,51785.87,25,Bangalore,Active,21
1242,Support,42035.67,33,,Inactive,10
1243,Sales,56687.95,27,Mumbai,Active,27
1244,Marketing,45451.5,54,Kochi,Active,29
1245,Engineering,119570.63,52,Kochi,On Leave,17
1246,HR,79552.31,54,Delhi,Inactive,1
1247,Marketing,42570.73,32,Delhi,Inactive,21
1248,Marketing,38179.14,45,Bangalore,Active,13
1249,Sales,103690.27,40,Delhi,On Leave,1
1250,Marketing,147942.96,57,Mumbai,Inactive,17
1251,Engineering,27902.36,47,Delhi,Active,12
1252,Engineering,130981.64,48,Chennai,Active,5
1253,Sales,68275.68,42,Mumbai,On Leave,9
1254,Engineering,126514.29,39,Kochi,On Leave,21
1255,HR,36418.77,39,Chennai,On Leave,16
1256,Support,133098.19,52,Bangalore,Active,23
1257,Sales,29012.92,49,,On Leave,11
1258,HR,128915.45,26,Kochi,On Leave,3
1259,Finance,34863.25,24,Mumbai,On Leave,21
1260,Finance,38937.57,30,Bangalore,Inactive,21
1261,HR,35457.79,45,Delhi,Inactive,2
1262,Marketing,84303.14,28,Mumbai,Active,13
1263,Finance,105435.16,34,Kochi,On Leave,12
1264,Marketing,129498.56,37,Chennai,Active,18
1265,Support,25331.32,28,Chennai,On Leave,9
1266,Marketing,136415.45,47,Delhi,Inactive,4
1267,Engineering,119085.85,54,Bangalore,On Leave,18
1268,Sales,85975.4,47,Kochi,Active,24
1269,Sales,99520.8,29,Bangalore,Active,11
1270,Marketing,36751.38,51,Delhi,Active,11
1271,Sales,70968.79,51,Kochi,Active,27
1272,Engineering,114308.33,48,Kochi,Active,23
1273,Finance,43750.2,39,Bangalore,On Leave,30
1274,Marketing,105226.73,45,Chennai,Inactive,18
1275,Support,47790.57,49,Delhi,Active,5
1276,Finance,102522.85,47,Kochi,On Leave,21
1277,Marketing,121781.37,57,Delhi,Active,19
1278,Support,136697.93,27,Delhi,Inactive,11
1279,Support,66037.99,55,Bangalore,Active,8
1280,Support,75872.97,46,Chennai,On Leave,14
1281,Marketing,35866.69,23,Bangalore,Active,4
1282,Engineering,,49,Kochi,Active,4
1283,HR,118751.05,38,Chennai,Active,13
1284,HR,79689.62,37,Bangalore,On Leave,22
1285,HR,96280.49,36,Chennai,On Leave,1
1286,Sales,33189.24,36,Kochi,On Leave,6
1287,Marketing,64881.05,25,Delhi,Active,28
1288,Finance,83003.75,58,Kochi,Active,29
1289,Support,115911.54,51,Chennai,Active,26
1290,HR,62169.08,33,Bangalore,On Leave,23
1291,Engineering,110082.39,43,Bangalore,On Leave,22
1292,Finance,142613.29,23,Chennai,Inactive,9
1293,Marketing,147875.74,22,Chennai,On Leave,17
1294,Support,38041.83,39,Chennai,On Leave,14
1295,Sales,128737.45,27,Chennai,Active,30
1296,Sales,86288.94,44,Mumbai,On Leave,2
1297,HR,80610.69,28,Bangalore,Active,6
1298,Sales,73843.63,28,Delhi,On Leave,22
1299,Marketing,57789.69,55,Bangalore,On Leave,17
1300,Marketing,102493.37,50,Delhi,Inactive,16
1301,HR,110006.23,33,Kochi,Inactive,8
1302,Marketing,45625.5,46,Delhi,On Leave,2
1303,Engineering,95808.3,30,Mumbai,On Leave,20
1304,Marketing,54140.74,42,Kochi,On Leave,3
1305,Finance,144420.28,48,Chennai,On Leave,16
1306,HR,68327.22,51,Delhi,Active,15
1307,HR,,47,Mumbai,Active,4
1308,Sales,80180.28,23,Mumbai,Inactive,28
1309,Engineering,32391.95,55,Bangalore,On Leave,7
1310,Engineering,37847.57,40,Delhi,Active,21
1311,Finance,126728.13,23,Kochi,Active,27
1312,Support,38384.03,27,Mumbai,Inactive,10
1313,Finance,109086.25,51,Mumbai,Active,5
1314,HR,88180.15,56,Bangalore,Active,0
1315,Finance,30307.88,40,Mumbai,On Leave,1
1316,Engineering,115031.84,46,Mumbai,On Leave,7
1317,Finance,83372.42,31,Bangalore,Inactive,22
1318,Engineering,98815.73,37,Chennai,Active,6
1319,Sales,33473.57,36,Mumbai,On Leave,20
1320,Finance,141544.31,46,Kochi,Active,9
1321,Sales,118934.72,54,Chennai,Inactive,29
1322,Support,147366.31,41,Chennai,On Leave,4
1323,Marketing,142654.56,40,Chennai,Active,6
1324,Support,115614.68,39,Chennai,Inactive,15
1325,Engineering,71466.5,40,Chennai,Active,21
1326,Finance,145087.12,37,Bangalore,On Leave,12
1327,Support,68394.01,33,Chennai,On Leave,3
1328,HR,88105.92,55,Delhi,Inactive,30
1329,Engineering,92453.59,43,Bangalore,Inactive,10
1330,Engineering,96643.54,46,Delhi,Inactive,11
1331,Engineering,82952.53,52,Mumbai,Active,17
1332,HR,133620.27,54,Bangalore,Active,13
1333,Sales,52114.37,55,Bangalore,On Leave,11
1334,Finance,77543.18,58,Kochi,On Leave,3
1335,Marketing,120224.13,36,Bangalore,Inactive,19
1336,Marketing,55376.82,37,Bangalore,On Leave,5
1337,HR,53909.39,44,Mumbai,Inactive,23
1338,Finance,78355.85,36,Bangalore,Active,24
1339,Finance,93478.43,54,Chennai,Active,7
1340,Finance,111608.48,57,Delhi,On Leave,30
1341,Marketing,53755.72,55,Chennai,Active,17
1342,HR,54659.72,23,Kochi,Active,13
1343,Sales,85333.7,31,Mumbai,Inactive,11
1344,Engineering,74925.37,36,Mumbai,Inactive,25
1345,Engineering,139340.27,36,Mumbai,Active,4
1346,Engineering,53327.45,23,Kochi,On Leave,14
1347,Support,48042.15,32,Chennai,Inactive,1
1348,Sales,71348.99,58,Bangalore,Inactive,13
1349,Marketing,44073.91,31,Delhi,Active,5
1350,HR,48252.41,57,Chennai,On Leave,13
1351,Sales,52008.85,39,Delhi,Inactive,5
1352,Finance,27568.88,56,Kochi,Active,6
1353,Marketing,31959.85,52,Chennai,Active,15
1354,HR,113665.19,57,Bangalore,Inactive,7
1355,HR,101231.29,36,Kochi,Active,9
1356,HR,148232.55,46,Delhi,On Leave,17
1357,Sales,65320.79,48,Mumbai,On Leave,29
1358,Support,63090.92,32,Chennai,Active,22
1359,Marketing,146628.15,44,Mumbai,On Leave,13
1360,Finance,88033.73,49,Kochi,Active,21
1361,HR,90116.95,36,Mumbai,Inactive,4
1362,Finance,47436.31,34,Mumbai,Inactive,17
1363,Marketing,142657.68,44,Kochi,On Leave,18
1364,Sales,56943.54,41,,Inactive,22
1365,Marketing,36582.7,55,Kochi,Active,20
1366,Sales,59622.12,54,Delhi,On Leave,13
1367,Sales,83561.34,22,Kochi,On Leave,14
1368,Marketing,144397.38,29,Delhi,On Leave,29
1369,HR,123854.24,43,Bangalore,Inactive,8
1370,Support,,26,Chennai,Inactive,10
1371,Marketing,144827.24,23,Kochi,Inactive,16
1372,Finance,109821.48,40,Mumbai,Inactive,5
1373,Marketing,,35,Kochi,Active,25
1374,Engineering,,23,Chennai,Inactive,19
1375,Sales,82158.35,32,Chennai,Inactive,2
1376,,46011.99,36,Chennai,On Leave,6
1377,Support,73487.48,28,Delhi,On Leave,29
1378,HR,144062.07,58,Bangalore,On Leave,10
1379,Marketing,73088.18,49,Bangalore,Active,16
1380,Sales,60266.19,41,Bangalore,On Leave,13
1381,Support,95458.26,22,Chennai,On Leave,16
1382,Sales,,30,Mumbai,Inactive,1
1383,HR,39330.43,54,Bangalore,On Leave,0
1384,Marketing,40107.92,57,Delhi,On Leave,12
1385,Marketing,148254.19,29,Chennai,Active,27
1386,Marketing,122800.75,52,Mumbai,Active,6
1387,Sales,43173.4,32,Delhi,Inactive,11
1388,Finance,34004.42,25,Delhi,On Leave,18
1389,Sales,25293.79,40,Chennai,On Leave,19
1390,Finance,52275.64,27,Bangalore,Inactive,20
1391,HR,108241.03,52,Kochi,Active,28
1392,Marketing,126815.36,57,Bangalore,Active,20
1393,Support,57002.6,52,Kochi,Active,3
1394,Sales,120630.25,25,Delhi,Inactive,1
1395,Engineering,100630.88,24,Mumbai,On Leave,18
1396,Support,57457.75,30,Kochi,Inactive,10
1397,Engineering,,47,Bangalore,Inactive,5
1398,HR,113201.32,27,,Inactive,28
1399,Engineering,91389.13,38,Mumbai,Active,18
1400,Finance,92021.24,54,Mumbai,Active,9
1401,,69258.4,32,Bangalore,Inactive,15
1402,Marketing,40233.65,29,Chennai,On Leave,6
1403,Support,146210.14,54,Chennai,On Leave,21
1404,Support,59678.39,40,Bangalore,On Leave,5
1405,Support,106168.36,40,Bangalore,On Leave,5
1406,Marketing,90049.58,30,Delhi,Inactive,4
1407,Engineering,54709.73,26,Kochi,Active,6
1408,Finance,53524.02,52,Kochi,Active,16
1409,Engineering,80890.74,58,Kochi,Inactive,7
1410,HR,79361.03,30,Bangalore,Active,30
1411,Finance,141906.22,58,Mumbai,On Leave,29
1412,Finance,72060.78,39,Bangalore,Inactive,13
1413,Support,100553.69,41,Bangalore,Inactive,22
1414,Marketing,132764.42,30,Kochi,Active,30
1415,Sales,122992.22,36,Bangalore,Inactive,20
1416,Engineering,78473.59,47,,On Leave,15
1417,Support,64127.89,46,Delhi,Active,4
1418,Engineering,89404.9,44,Mumbai,On Leave,2
1419,Finance,48586.72,51,Delhi,On Leave,15
1420,Support,132980.4,46,Delhi,Inactive,6
1421,Marketing,100783.0,50,Chennai,Inactive,19
1422,Engineering,82348.33,47,Delhi,On Leave,4
1423,Engineering,148793.34,29,Kochi,On Leave,16
1424,Support,75567.24,46,Mumbai,Inactive,6
1425,HR,99002.24,48,Bangalore,Inactive,17
1426,HR,144546.27,51,Kochi,Inactive,12
1427,Sales,61809.85,32,Kochi,On Leave,22
1428,Engineering,101964.72,35,Mumbai,On Leave,18
1429,Engineering,,37,Mumbai,Inactive,27
1430,Finance,26083.32,56,Kochi,Inactive,10
1431,Sales,38713.78,27,Kochi,Active,12
1432,Engineering,133486.27,54,Chennai,On Leave,25
1433,Support,73186.42,51,Bangalore,Active,11
1434,Finance,134228.04,46,Kochi,Active,25
1435,Marketing,90101.36,50,,Active,20
1436,Sales,43031.24,25,,Inactive,10
1437,HR,35983.32,53,Mumbai,On Leave,14
1438,HR,121350.08,55,Mumbai,On Leave,9
1439,HR,,50,Bangalore,On Leave,17
1440,Sales,104258.01,30,Kochi,On Leave,5
1441,Support,132793.87,58,Bangalore,On Leave,9
1442,Support,97479.43,28,Mumbai,Active,12
1443,Sales,58064.68,36,Kochi,Active,14
1444,Sales,135485.05,48,Kochi,On Leave,12
1445,Marketing,,53,Delhi,Inactive,20
1446,Finance,35298.19,47,Mumbai,Active,19
1447,Support,79210.58,49,Delhi,Active,28
1448,Engineering,116821.5,30,Chennai,Active,16
1449,Marketing,139033.73,28,Bangalore,Active,21
1450,Marketing,100808.71,58,Chennai,Active,30
1451,Finance,74295.38,36,Bangalore,Active,29
1452,HR,31500.73,31,Delhi,Active,8
1453,Engineering,132724.08,23,Delhi,Inactive,29
1454,Engineering,79217.05,37,Delhi,On Leave,29
1455,Engineering,114687.18,37,Chennai,Active,21
1456,Sales,116417.91,36,Kochi,Inactive,9
1457,Engineering,26048.64,24,Delhi,On Leave,4
1458,Finance,26432.1,45,Mumbai,Active,8
1459,Engineering,138173.8,54,Bangalore,Inactive,17
1460,Engineering,91806.71,52,Delhi,On Leave,14
1461,Marketing,82872.93,38,,On Leave,7
1462,HR,,37,Chennai,Active,4
1463,Finance,,32,Chennai,Inactive,24
1464,Finance,46342.9,39,Kochi,Inactive,2
1465,Engineering,88145.08,55,Bangalore,Inactive,16
1466,Support,52273.88,22,Chennai,Inactive,18
1467,Marketing,35438.89,22,Kochi,Inactive,5
1468,Finance,49032.89,35,Delhi,Inactive,7
1469,Sales,110705.13,26,Delhi,Inactive,10
1470,Sales,116668.87,42,Mumbai,Active,14
1471,Finance,73965.25,31,Delhi,Active,23
1472,Finance,108767.02,54,Bangalore,Active,0
1473,Finance,59460.98,47,Delhi,On Leave,5
1474,Finance,,24,Mumbai,Active,29
1475,HR,73313.36,35,Delhi,Inactive,24
1476,Marketing,80335.82,50,Mumbai,Inactive,11
1477,Support,134903.77,23,Chennai,Active,12
1478,HR,116235.05,39,Mumbai,Active,27
1479,Support,131188.58,22,Kochi,Active,23
1480,HR,131014.48,40,Chennai,On Leave,18
1481,Engineering,73021.95,56,Bangalore,Active,21
1482,Engineering,32442.14,57,Kochi,Inactive,8
1483,HR,54931.98,33,Chennai,Active,22
1484,Engineering,97710.31,39,Chennai,Active,7
1485,Engineering,66117.13,23,Kochi,On Leave,8
1486,Finance,117955.98,46,,Active,28
1487,Sales,136627.64,48,Delhi,Inactive,1
1488,Marketing,45502.19,38,Bangalore,On Leave,23
1489,Support,131994.02,56,Kochi,On Leave,5
1490,Marketing,29929.78,57,Kochi,Active,23
1491,Finance,28726.63,47,Chennai,Active,15
1492,Engineering,147679.6,57,,On Leave,29
1493,Engineering,124030.55,22,Mumbai,Active,18
1494,Engineering,32077.2,57,Delhi,Inactive,15
1495,Marketing,67024.28,33,Mumbai,On Leave,4
1496,Finance,128522.15,30,Delhi,Active,18
1497,HR,125955.18,36,Mumbai,On Leave,11
1498,HR,66630.07,50,Bangalore,On Leave,0
1499,Engineering,31055.92,28,Mumbai,Active,21
1500,Engineering,60209.15,56,Bangalore,Active,19
75,Marketing,,26,Chennai,Inactive,27
145,Sales,95890.15,41,Kochi,Inactive,17
111,Engineering,146514.58,33,Delhi,Inactive,14
79,Marketing,76858.33,40,Bangalore,On Leave,23
69,Engineering,39812.86,57,Bangalore,Active,29
163,HR,61807.42,43,Bangalore,Active,11
72,HR,112917.13,36,Chennai,Inactive,0
50,Marketing,,39,Mumbai,Inactive,1
151,Support,105196.25,33,Bangalore,Active,9
3,Finance,95681.71,36,Kochi,Active,18
51,Engineering,48682.06,52,Chennai,Active,21
120,HR,32908.88,28,Kochi,Active,20
17,HR,94908.97,47,Chennai,Active,15
71,Marketing,42717.58,55,Bangalore,Active,19
57,,66916.6,27,Bangalore,On Leave,20
53,HR,113340.68,30,Bangalore,Active,26
167,HR,31745.56,44,Mumbai,Inactive,22
2,Sales,88429.47,24,Chennai,Inactive,2
128,HR,95678.41,24,Kochi,Active,12
7,Sales,47470.84,37,Kochi,Inactive,16
149,Sales,137937.93,24,Kochi,Active,12
92,HR,93375.28,23,Bangalore,Active,0
194,Finance,68143.78,22,Mumbai,Active,30
162,Finance,29232.58,27,Bangalore,Inactive,3
19,Sales,143618.59,23,Delhi,On Leave,12
16,Support,144137.24,54,Mumbai,Inactive,28
7,Sales,47470.84,37,Kochi,Inactive,16
10,Marketing,82025.67,27,Chennai,On Leave,21
53,HR,113340.68,30,Bangalore,Active,26
96,Engineering,86970.59,33,Chennai,Inactive,29
